# Power (W),Signal (arb)
5.240000000000000213e-01,9.329073482428109632e-01
2.819999999999999729e-01,7.929712460063900181e-01
1.739999999999999880e-01,6.492012779552720492e-01
8.999999999999999667e-02,4.523961661341849849e-01
0.000000000000000000e+00,3.194888178913740055e-03
2.699999999999999969e-02,1.782747603833869932e-01
5.420000000000000373e-01,1.000000000000000000e+00
4.000000000000000222e-01,8.632587859424919463e-01
