# Power (W),Signal (arb)
3.260000000000000120e-01,1.000000000000000000e+00
2.849999999999999756e-01,9.791843310157709590e-01
2.190000000000000002e-01,9.686705104290319612e-01
1.900000000000000022e-01,9.458199084280140001e-01
9.500000000000000111e-02,9.601916228590809954e-01
3.799999999999999906e-02,9.177547905714770193e-01
5.000000000000000104e-03,7.771324402238429796e-01
0.000000000000000000e+00,3.985077157876889577e-03
3.300000000000000155e-01,9.119891470239099851e-01
